"","corr","gene","n","type","model","sample"
"141",0.794218371734951,"ABCC11","top_20","svg","final model","breast_sample2"
"142",0.623129993652039,"MYBPC1","top_20","svg","final model","breast_sample2"
"143",0.777672055159374,"FOXA1","top_20","svg","final model","breast_sample2"
"144",0.0839449169350095,"OPRPN","top_20","svg","final model","breast_sample2"
"145",0.807658839663666,"SERHL2","top_20","svg","final model","breast_sample2"
"146",0.747675426670839,"FASN","top_20","svg","final model","breast_sample2"
"147",0.575017402884655,"MUC6","top_20","svg","final model","breast_sample2"
"148",0.767490439637515,"CDH1","top_20","svg","final model","breast_sample2"
"149",0.491627851717201,"MYH11","top_20","svg","final model","breast_sample2"
"150",0.734470773643864,"TACSTD2","top_20","svg","final model","breast_sample2"
"151",0.665125849989452,"TFAP2A","top_20","svg","final model","breast_sample2"
"152",0.738367711644369,"MLPH","top_20","svg","final model","breast_sample2"
"153",0.773230777646976,"EPCAM","top_20","svg","final model","breast_sample2"
"154",0.688855315207251,"LYPD3","top_20","svg","final model","breast_sample2"
"155",0.754568157084517,"KRT7","top_20","svg","final model","breast_sample2"
"156",0.704552252843703,"SCD","top_20","svg","final model","breast_sample2"
"157",0.368827031923389,"PIGR","top_20","svg","final model","breast_sample2"
"158",0.49705595622825,"KRT14","top_20","svg","final model","breast_sample2"
"159",0.60980010707047,"ANKRD30A","top_20","svg","final model","breast_sample2"
"160",0.461116432473278,"PTN","top_20","svg","final model","breast_sample2"
"181",0.794218371734951,"ABCC11","top_50","svg","final model","breast_sample2"
"182",0.623129993652039,"MYBPC1","top_50","svg","final model","breast_sample2"
"183",0.777672055159374,"FOXA1","top_50","svg","final model","breast_sample2"
"184",0.0839449169350095,"OPRPN","top_50","svg","final model","breast_sample2"
"185",0.807658839663666,"SERHL2","top_50","svg","final model","breast_sample2"
"186",0.747675426670839,"FASN","top_50","svg","final model","breast_sample2"
"187",0.575017402884655,"MUC6","top_50","svg","final model","breast_sample2"
"188",0.767490439637515,"CDH1","top_50","svg","final model","breast_sample2"
"189",0.491627851717201,"MYH11","top_50","svg","final model","breast_sample2"
"190",0.734470773643864,"TACSTD2","top_50","svg","final model","breast_sample2"
"191",0.665125849989452,"TFAP2A","top_50","svg","final model","breast_sample2"
"192",0.738367711644369,"MLPH","top_50","svg","final model","breast_sample2"
"193",0.773230777646976,"EPCAM","top_50","svg","final model","breast_sample2"
"194",0.688855315207251,"LYPD3","top_50","svg","final model","breast_sample2"
"195",0.754568157084517,"KRT7","top_50","svg","final model","breast_sample2"
"196",0.704552252843703,"SCD","top_50","svg","final model","breast_sample2"
"197",0.368827031923389,"PIGR","top_50","svg","final model","breast_sample2"
"198",0.49705595622825,"KRT14","top_50","svg","final model","breast_sample2"
"199",0.60980010707047,"ANKRD30A","top_50","svg","final model","breast_sample2"
"200",0.461116432473278,"PTN","top_50","svg","final model","breast_sample2"
"201",0.36024891975093,"S100A8","top_50","svg","final model","breast_sample2"
"202",0.673282152168792,"DSP","top_50","svg","final model","breast_sample2"
"203",0.5071791002757,"POSTN","top_50","svg","final model","breast_sample2"
"204",0.515008955528751,"KRT5","top_50","svg","final model","breast_sample2"
"205",0.655179419545913,"AR","top_50","svg","final model","breast_sample2"
"206",0.335482473069161,"CEACAM6","top_50","svg","final model","breast_sample2"
"207",0.475028358213599,"SERPINA3","top_50","svg","final model","breast_sample2"
"208",0.435492019664639,"ESR1","top_50","svg","final model","breast_sample2"
"209",0.469810620690276,"SFRP1","top_50","svg","final model","breast_sample2"
"210",0.681532404434095,"JUP","top_50","svg","final model","breast_sample2"
"211",0.73587483863433,"CD9","top_50","svg","final model","breast_sample2"
"212",0.113467236246428,"MMP1","top_50","svg","final model","breast_sample2"
"213",0.804146341271471,"ERBB2","top_50","svg","final model","breast_sample2"
"214",0.42692821381857,"AKR1C1","top_50","svg","final model","breast_sample2"
"215",0.53235798370892,"ALDH1A3","top_50","svg","final model","breast_sample2"
"216",0.636044118923588,"TRAF4","top_50","svg","final model","breast_sample2"
"217",0.407597689836515,"TOP2A","top_50","svg","final model","breast_sample2"
"218",0.572107272683772,"AQP3","top_50","svg","final model","breast_sample2"
"219",0.608549304562074,"DSC2","top_50","svg","final model","breast_sample2"
"220",0.594080614907638,"SLC5A6","top_50","svg","final model","breast_sample2"
"221",0.55771395037495,"SQLE","top_50","svg","final model","breast_sample2"
"222",0.304642314204989,"KRT23","top_50","svg","final model","breast_sample2"
"223",0.755667322111576,"TPD52","top_50","svg","final model","breast_sample2"
"224",0.481839269085172,"SDC4","top_50","svg","final model","breast_sample2"
"225",0.251824062636126,"SFRP4","top_50","svg","final model","breast_sample2"
"226",0.589376847195284,"RUNX1","top_50","svg","final model","breast_sample2"
"227",0.632133746637782,"MDM2","top_50","svg","final model","breast_sample2"
"228",0.657077189866092,"ENAH","top_50","svg","final model","breast_sample2"
"229",0.720969670047537,"KRT8","top_50","svg","final model","breast_sample2"
"230",0.372471373401662,"LYZ","top_50","svg","final model","breast_sample2"
"421",0.790857427681009,"ABCC11","top_20","svg","50% training data","breast_sample2"
"422",0.618452705419411,"MYBPC1","top_20","svg","50% training data","breast_sample2"
"423",0.768287417999143,"FOXA1","top_20","svg","50% training data","breast_sample2"
"424",-0.00141966789301509,"OPRPN","top_20","svg","50% training data","breast_sample2"
"425",0.805910913375412,"SERHL2","top_20","svg","50% training data","breast_sample2"
"426",0.744237834193414,"FASN","top_20","svg","50% training data","breast_sample2"
"427",0.57144197608708,"MUC6","top_20","svg","50% training data","breast_sample2"
"428",0.760781003064901,"CDH1","top_20","svg","50% training data","breast_sample2"
"429",0.470488945568697,"MYH11","top_20","svg","50% training data","breast_sample2"
"430",0.725544080368584,"TACSTD2","top_20","svg","50% training data","breast_sample2"
"431",0.652776018038796,"TFAP2A","top_20","svg","50% training data","breast_sample2"
"432",0.727443455634515,"MLPH","top_20","svg","50% training data","breast_sample2"
"433",0.769695747509963,"EPCAM","top_20","svg","50% training data","breast_sample2"
"434",0.67161410407804,"LYPD3","top_20","svg","50% training data","breast_sample2"
"435",0.747926205793935,"KRT7","top_20","svg","50% training data","breast_sample2"
"436",0.708841449901442,"SCD","top_20","svg","50% training data","breast_sample2"
"437",0.351434619612038,"PIGR","top_20","svg","50% training data","breast_sample2"
"438",0.461794605512889,"KRT14","top_20","svg","50% training data","breast_sample2"
"439",0.581013486269794,"ANKRD30A","top_20","svg","50% training data","breast_sample2"
"440",0.452098337826532,"PTN","top_20","svg","50% training data","breast_sample2"
"461",0.790857427681009,"ABCC11","top_50","svg","50% training data","breast_sample2"
"462",0.618452705419411,"MYBPC1","top_50","svg","50% training data","breast_sample2"
"463",0.768287417999143,"FOXA1","top_50","svg","50% training data","breast_sample2"
"464",-0.00141966789301509,"OPRPN","top_50","svg","50% training data","breast_sample2"
"465",0.805910913375412,"SERHL2","top_50","svg","50% training data","breast_sample2"
"466",0.744237834193414,"FASN","top_50","svg","50% training data","breast_sample2"
"467",0.57144197608708,"MUC6","top_50","svg","50% training data","breast_sample2"
"468",0.760781003064901,"CDH1","top_50","svg","50% training data","breast_sample2"
"469",0.470488945568697,"MYH11","top_50","svg","50% training data","breast_sample2"
"470",0.725544080368584,"TACSTD2","top_50","svg","50% training data","breast_sample2"
"471",0.652776018038796,"TFAP2A","top_50","svg","50% training data","breast_sample2"
"472",0.727443455634515,"MLPH","top_50","svg","50% training data","breast_sample2"
"473",0.769695747509963,"EPCAM","top_50","svg","50% training data","breast_sample2"
"474",0.67161410407804,"LYPD3","top_50","svg","50% training data","breast_sample2"
"475",0.747926205793935,"KRT7","top_50","svg","50% training data","breast_sample2"
"476",0.708841449901442,"SCD","top_50","svg","50% training data","breast_sample2"
"477",0.351434619612038,"PIGR","top_50","svg","50% training data","breast_sample2"
"478",0.461794605512889,"KRT14","top_50","svg","50% training data","breast_sample2"
"479",0.581013486269794,"ANKRD30A","top_50","svg","50% training data","breast_sample2"
"480",0.452098337826532,"PTN","top_50","svg","50% training data","breast_sample2"
"481",0.341139013670581,"S100A8","top_50","svg","50% training data","breast_sample2"
"482",0.663182999191586,"DSP","top_50","svg","50% training data","breast_sample2"
"483",0.460398369513547,"POSTN","top_50","svg","50% training data","breast_sample2"
"484",0.48777350855601,"KRT5","top_50","svg","50% training data","breast_sample2"
"485",0.644678030627887,"AR","top_50","svg","50% training data","breast_sample2"
"486",0.328091015548157,"CEACAM6","top_50","svg","50% training data","breast_sample2"
"487",0.443072685375532,"SERPINA3","top_50","svg","50% training data","breast_sample2"
"488",0.398582798054019,"ESR1","top_50","svg","50% training data","breast_sample2"
"489",0.448468968209761,"SFRP1","top_50","svg","50% training data","breast_sample2"
"490",0.672231903832763,"JUP","top_50","svg","50% training data","breast_sample2"
"491",0.727323662171822,"CD9","top_50","svg","50% training data","breast_sample2"
"492",0.0979564105117468,"MMP1","top_50","svg","50% training data","breast_sample2"
"493",0.798895340314058,"ERBB2","top_50","svg","50% training data","breast_sample2"
"494",0.428486520408346,"AKR1C1","top_50","svg","50% training data","breast_sample2"
"495",0.521935561425824,"ALDH1A3","top_50","svg","50% training data","breast_sample2"
"496",0.624621724587192,"TRAF4","top_50","svg","50% training data","breast_sample2"
"497",0.403060011106518,"TOP2A","top_50","svg","50% training data","breast_sample2"
"498",0.563451198195314,"AQP3","top_50","svg","50% training data","breast_sample2"
"499",0.602129749403769,"DSC2","top_50","svg","50% training data","breast_sample2"
"500",0.584627214501066,"SLC5A6","top_50","svg","50% training data","breast_sample2"
"501",0.553186008013215,"SQLE","top_50","svg","50% training data","breast_sample2"
"502",0.28532318112709,"KRT23","top_50","svg","50% training data","breast_sample2"
"503",0.746820790401168,"TPD52","top_50","svg","50% training data","breast_sample2"
"504",0.468399000367465,"SDC4","top_50","svg","50% training data","breast_sample2"
"505",0.22704780308772,"SFRP4","top_50","svg","50% training data","breast_sample2"
"506",0.579854563218998,"RUNX1","top_50","svg","50% training data","breast_sample2"
"507",0.63151447729493,"MDM2","top_50","svg","50% training data","breast_sample2"
"508",0.652656227278528,"ENAH","top_50","svg","50% training data","breast_sample2"
"509",0.710314272396573,"KRT8","top_50","svg","50% training data","breast_sample2"
"510",0.340613801732034,"LYZ","top_50","svg","50% training data","breast_sample2"
"701",0.772210166863442,"ABCC11","top_20","svg","25% training data","breast_sample2"
"702",0.599656650059234,"MYBPC1","top_20","svg","25% training data","breast_sample2"
"703",0.746277552493114,"FOXA1","top_20","svg","25% training data","breast_sample2"
"704",0.0786892603916195,"OPRPN","top_20","svg","25% training data","breast_sample2"
"705",0.790937900246141,"SERHL2","top_20","svg","25% training data","breast_sample2"
"706",0.728532020860921,"FASN","top_20","svg","25% training data","breast_sample2"
"707",0.54981938136426,"MUC6","top_20","svg","25% training data","breast_sample2"
"708",0.741058778341681,"CDH1","top_20","svg","25% training data","breast_sample2"
"709",0.442025300521272,"MYH11","top_20","svg","25% training data","breast_sample2"
"710",0.703110845999701,"TACSTD2","top_20","svg","25% training data","breast_sample2"
"711",0.633497165646401,"TFAP2A","top_20","svg","25% training data","breast_sample2"
"712",0.706491852084161,"MLPH","top_20","svg","25% training data","breast_sample2"
"713",0.750903539565835,"EPCAM","top_20","svg","25% training data","breast_sample2"
"714",0.64751203726582,"LYPD3","top_20","svg","25% training data","breast_sample2"
"715",0.725106443520933,"KRT7","top_20","svg","25% training data","breast_sample2"
"716",0.690930119653019,"SCD","top_20","svg","25% training data","breast_sample2"
"717",0.317207802656048,"PIGR","top_20","svg","25% training data","breast_sample2"
"718",0.44633307462216,"KRT14","top_20","svg","25% training data","breast_sample2"
"719",0.535985049739855,"ANKRD30A","top_20","svg","25% training data","breast_sample2"
"720",0.43847248050785,"PTN","top_20","svg","25% training data","breast_sample2"
"741",0.772210166863442,"ABCC11","top_50","svg","25% training data","breast_sample2"
"742",0.599656650059234,"MYBPC1","top_50","svg","25% training data","breast_sample2"
"743",0.746277552493114,"FOXA1","top_50","svg","25% training data","breast_sample2"
"744",0.0786892603916195,"OPRPN","top_50","svg","25% training data","breast_sample2"
"745",0.790937900246141,"SERHL2","top_50","svg","25% training data","breast_sample2"
"746",0.728532020860921,"FASN","top_50","svg","25% training data","breast_sample2"
"747",0.54981938136426,"MUC6","top_50","svg","25% training data","breast_sample2"
"748",0.741058778341681,"CDH1","top_50","svg","25% training data","breast_sample2"
"749",0.442025300521272,"MYH11","top_50","svg","25% training data","breast_sample2"
"750",0.703110845999701,"TACSTD2","top_50","svg","25% training data","breast_sample2"
"751",0.633497165646401,"TFAP2A","top_50","svg","25% training data","breast_sample2"
"752",0.706491852084161,"MLPH","top_50","svg","25% training data","breast_sample2"
"753",0.750903539565835,"EPCAM","top_50","svg","25% training data","breast_sample2"
"754",0.64751203726582,"LYPD3","top_50","svg","25% training data","breast_sample2"
"755",0.725106443520933,"KRT7","top_50","svg","25% training data","breast_sample2"
"756",0.690930119653019,"SCD","top_50","svg","25% training data","breast_sample2"
"757",0.317207802656048,"PIGR","top_50","svg","25% training data","breast_sample2"
"758",0.44633307462216,"KRT14","top_50","svg","25% training data","breast_sample2"
"759",0.535985049739855,"ANKRD30A","top_50","svg","25% training data","breast_sample2"
"760",0.43847248050785,"PTN","top_50","svg","25% training data","breast_sample2"
"761",0.320081596616907,"S100A8","top_50","svg","25% training data","breast_sample2"
"762",0.637706543470703,"DSP","top_50","svg","25% training data","breast_sample2"
"763",0.407444022932991,"POSTN","top_50","svg","25% training data","breast_sample2"
"764",0.457709282558041,"KRT5","top_50","svg","25% training data","breast_sample2"
"765",0.624454635188048,"AR","top_50","svg","25% training data","breast_sample2"
"766",0.311352645804869,"CEACAM6","top_50","svg","25% training data","breast_sample2"
"767",0.430022848689585,"SERPINA3","top_50","svg","25% training data","breast_sample2"
"768",0.368423983746929,"ESR1","top_50","svg","25% training data","breast_sample2"
"769",0.439655166715763,"SFRP1","top_50","svg","25% training data","breast_sample2"
"770",0.64840654575909,"JUP","top_50","svg","25% training data","breast_sample2"
"771",0.710495346887408,"CD9","top_50","svg","25% training data","breast_sample2"
"772",0.0794230675499335,"MMP1","top_50","svg","25% training data","breast_sample2"
"773",0.781607428473444,"ERBB2","top_50","svg","25% training data","breast_sample2"
"774",0.423480362551987,"AKR1C1","top_50","svg","25% training data","breast_sample2"
"775",0.504381154437538,"ALDH1A3","top_50","svg","25% training data","breast_sample2"
"776",0.593614287694547,"TRAF4","top_50","svg","25% training data","breast_sample2"
"777",0.38843895553221,"TOP2A","top_50","svg","25% training data","breast_sample2"
"778",0.544501607315027,"AQP3","top_50","svg","25% training data","breast_sample2"
"779",0.582410991724479,"DSC2","top_50","svg","25% training data","breast_sample2"
"780",0.564375381577119,"SLC5A6","top_50","svg","25% training data","breast_sample2"
"781",0.532100574752388,"SQLE","top_50","svg","25% training data","breast_sample2"
"782",0.268866589644601,"KRT23","top_50","svg","25% training data","breast_sample2"
"783",0.723886587233861,"TPD52","top_50","svg","25% training data","breast_sample2"
"784",0.451546455167037,"SDC4","top_50","svg","25% training data","breast_sample2"
"785",0.210765524175776,"SFRP4","top_50","svg","25% training data","breast_sample2"
"786",0.560557543077035,"RUNX1","top_50","svg","25% training data","breast_sample2"
"787",0.611795289130038,"MDM2","top_50","svg","25% training data","breast_sample2"
"788",0.639392007419605,"ENAH","top_50","svg","25% training data","breast_sample2"
"789",0.689375111660687,"KRT8","top_50","svg","25% training data","breast_sample2"
"790",0.306594502190388,"LYZ","top_50","svg","25% training data","breast_sample2"
